keyword,keyword_group,search_intent,target_canonical_url,primary_or_secondary,reason_for_mapping,overlap_risk,recommended_action
silk georgette,fabric_type,Commercial,/fabrics/silk-georgette/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
stretch-woven compression,performance,Commercial,/fabrics/stretch-woven-compression/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
stretch-woven compression fabric,performance,Commercial,/fabrics/stretch-woven-compression/,primary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
activewear fabric,fabric_type,Commercial,/collections/performance/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
compression fabric,fabric_type,Commercial,/collections/performance/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
performance fabric,fabric_type,Commercial,/collections/performance/,primary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/performance-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
stretch fabric,performance,Commercial,/collections/performance/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/stretch-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
swimwear fabric,fabric_type,Commercial,/collections/performance/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
technical fabric,fabric_type,Commercial,/collections/performance/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
sheer silk fabric,fabric_type,Commercial,/collections/silk-sheer/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/sheer-silk-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
silk chiffon fabric,fabric_type,Commercial,/collections/silk-sheer/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /fabrics/silk-chiffon/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
silk fabric,fabric_type,Commercial,/collections/silk-sheer/,primary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
silk fabrics,fabric_type,Commercial,/collections/silk-sheer/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
silk georgette fabric,fabric_type,Commercial,/collections/silk-sheer/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /fabrics/silk-georgette/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
silk organza fabric,fabric_type,Commercial,/collections/silk-sheer/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
gabardine fabric,fabric_type,Commercial,/collections/technical-outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
laminate fabric,fabric_type,Commercial,/collections/technical-outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
membrane fabric,fabric_type,Commercial,/collections/technical-outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
outerwear fabric,fabric_type,Commercial,/collections/technical-outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
ripstop fabric,fabric_type,Commercial,/collections/technical-outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
technical outerwear fabric,fabric_type,Commercial,/collections/technical-outerwear/,primary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
corduroy fabric,fabric_type,Commercial,/collections/velvet-pile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
crushed velvet fabric,fabric_type,Commercial,/collections/velvet-pile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fine wale corduroy,fabric_type,Commercial,/collections/velvet-pile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
jumbo corduroy,fabric_type,Commercial,/collections/velvet-pile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
panne velvet,fabric_type,Commercial,/collections/velvet-pile/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
velvet fabric,fabric_type,Commercial,/collections/velvet-pile/,primary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/velvet-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
tropical wool fabric,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
wool fabric,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /fabrics/wool-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
wool fabrics,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
wool linen fabric,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
wool mohair fabric,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
wool silk fabric,fabric_type,Commercial,/collections/tailoring/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
what is woven fabric,informational,Informational,/guides/woven-vs-knit-fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
woven fabric,fabric_type,Commercial,/fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/woven-fabric/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
woven fabric for shirts,application,Commercial,/fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /marketplace/woven-cloth-for-shirts/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
woven fabrics,fabric_type,Commercial,/fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
woven textile,fabric_type,Commercial,/fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
woven vs knit fabric,informational,Informational,/guides/woven-vs-knit-fabrics/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for acoustic drapes,application,Commercial,/fabrics/best-for/home-textiles/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for baselayers,application,Commercial,/fabrics/best-for/activewear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for blouses,application,Commercial,/fabrics/best-for/womens-clothing/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/fabric-for-blouses/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
fabric for bottoms,application,Commercial,/fabrics/best-for/trousers/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for city outerwear,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for citywear,application,Commercial,/fabrics/best-for/activewear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",low,Strengthen this existing canonical page. Do not create another URL.
fabric for coats,application,Commercial,/fabrics/best-for/outerwear/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",cannibalization,Primary topic is also used by /discover/fabric-for-coats/. Strengthen the stronger page and keep the other as support. Do not add a third URL.
